               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.093255,               0.159,            0.022782,             0.44459,             0.37094,             0.35052,             0.19196,            0.091894,             0.23496,            0.029655,           0.0053116,           0.0053116,           0.0053116
                 156,            0.093139,             0.16158,            0.022739,             0.44887,             0.36669,             0.35032,             0.19222,            0.091889,             0.23501,            0.029655,           0.0052645,           0.0052645,           0.0052645
                 157,             0.09279,             0.15918,            0.022391,             0.44887,               0.367,             0.35022,             0.19205,            0.091888,             0.23498,            0.029656,           0.0052174,           0.0052174,           0.0052174
                 158,            0.092635,             0.15985,            0.022644,             0.44414,             0.37054,              0.3506,             0.19215,            0.091883,             0.23499,            0.029653,           0.0051704,           0.0051704,           0.0051704
                 159,            0.093352,              0.1601,            0.022637,              0.4957,             0.34256,             0.35057,              0.1922,             0.09188,             0.23499,            0.029654,           0.0051234,           0.0051234,           0.0051234
                 160,            0.092976,             0.15913,            0.022501,             0.46901,             0.35591,             0.35029,             0.19208,            0.091877,             0.23504,            0.029652,           0.0050765,           0.0050765,           0.0050765
                 161,            0.093049,             0.15986,            0.022516,             0.49047,             0.34532,             0.35055,             0.19227,            0.091876,             0.23501,            0.029651,           0.0050296,           0.0050296,           0.0050296
                 162,            0.093306,             0.15847,             0.02235,               0.473,             0.35469,             0.35063,             0.19241,            0.091873,             0.23504,            0.029649,           0.0049828,           0.0049828,           0.0049828
                 163,            0.092933,             0.16016,            0.022507,             0.47499,             0.35437,              0.3507,             0.19268,            0.091868,             0.23512,            0.029647,            0.004936,            0.004936,            0.004936
                 164,            0.093155,             0.16063,              0.0225,             0.47544,             0.35463,             0.35089,             0.19278,            0.091865,             0.23506,            0.029648,           0.0048893,           0.0048893,           0.0048893
                 165,            0.092902,             0.15884,            0.022345,             0.47614,             0.35475,              0.3511,             0.19266,            0.091863,             0.23513,            0.029648,           0.0048426,           0.0048426,           0.0048426
                 166,            0.092448,             0.15779,             0.02237,             0.48075,              0.3524,             0.35118,             0.19273,            0.091863,             0.23504,            0.029647,            0.004796,            0.004796,            0.004796
                 167,             0.09305,             0.15895,            0.022393,             0.48932,             0.34869,              0.3509,             0.19259,            0.091863,             0.23519,            0.029647,           0.0047495,           0.0047495,           0.0047495
                 168,             0.09262,             0.15827,            0.022275,             0.47437,             0.35507,             0.35101,             0.19258,            0.091861,             0.23511,            0.029649,           0.0047031,           0.0047031,           0.0047031
                 169,            0.092989,              0.1586,            0.022349,             0.48594,             0.34996,             0.35125,             0.19274,            0.091858,             0.23517,             0.02965,           0.0046568,           0.0046568,           0.0046568
                 170,            0.092532,             0.15832,            0.022309,             0.47703,              0.3547,             0.35128,             0.19264,            0.091854,             0.23525,            0.029651,           0.0046105,           0.0046105,           0.0046105
                 171,            0.092513,             0.15883,            0.022248,             0.47763,             0.35466,              0.3513,             0.19291,            0.091852,             0.23526,            0.029652,           0.0045644,           0.0045644,           0.0045644
                 172,            0.092816,              0.1592,            0.022246,             0.49278,             0.34783,             0.35151,             0.19297,            0.091848,              0.2353,             0.02965,           0.0045184,           0.0045184,           0.0045184
                 173,            0.092503,             0.15883,            0.022414,              0.4865,             0.35062,             0.35148,             0.19311,            0.091845,             0.23535,            0.029652,           0.0044724,           0.0044724,           0.0044724
                 174,             0.09222,             0.15673,             0.02216,             0.49184,             0.34839,             0.35137,             0.19302,            0.091845,             0.23534,            0.029654,           0.0044266,           0.0044266,           0.0044266
                 175,            0.092382,              0.1583,            0.022255,             0.49232,             0.34864,             0.35146,             0.19323,            0.091842,             0.23537,            0.029655,           0.0043809,           0.0043809,           0.0043809
                 176,            0.092808,             0.15878,            0.022166,             0.48034,             0.35461,             0.35156,              0.1934,            0.091838,              0.2353,            0.029652,           0.0043353,           0.0043353,           0.0043353
                 177,            0.092431,             0.15814,             0.02207,             0.49239,             0.34908,             0.35181,             0.19342,            0.091836,             0.23539,            0.029651,           0.0042899,           0.0042899,           0.0042899
                 178,            0.092418,             0.15757,            0.022096,             0.48584,             0.35239,             0.35157,             0.19333,            0.091833,             0.23542,            0.029648,           0.0042445,           0.0042445,           0.0042445
                 179,            0.092782,             0.15912,            0.022116,             0.48799,             0.35182,             0.35156,              0.1934,            0.091832,             0.23544,            0.029647,           0.0041994,           0.0041994,           0.0041994
                 180,            0.092469,              0.1567,            0.022096,             0.49147,             0.35044,             0.35158,              0.1935,            0.091829,             0.23551,            0.029648,           0.0041543,           0.0041543,           0.0041543
                 181,            0.092716,              0.1598,            0.022089,             0.48979,             0.35189,             0.35167,             0.19347,            0.091827,             0.23549,            0.029647,           0.0041094,           0.0041094,           0.0041094
                 182,            0.092671,             0.15805,            0.022288,             0.49202,             0.34997,             0.35148,             0.19351,            0.091826,             0.23553,            0.029646,           0.0040647,           0.0040647,           0.0040647
                 183,            0.092544,             0.15929,            0.021989,             0.49795,             0.34733,             0.35155,             0.19346,            0.091825,             0.23549,            0.029644,           0.0040201,           0.0040201,           0.0040201
                 184,            0.092526,              0.1561,            0.022002,             0.49843,             0.34742,             0.35174,             0.19351,            0.091823,             0.23552,            0.029643,           0.0039757,           0.0039757,           0.0039757
                 185,            0.092651,             0.15765,            0.022103,              0.5014,             0.34606,             0.35159,             0.19336,            0.091822,             0.23552,            0.029641,           0.0039314,           0.0039314,           0.0039314
                 186,            0.092307,             0.15673,            0.021722,             0.49346,             0.35051,             0.35198,             0.19347,            0.091821,             0.23555,            0.029641,           0.0038873,           0.0038873,           0.0038873
                 187,            0.092338,             0.15739,            0.022048,             0.49452,                0.35,             0.35207,             0.19349,            0.091819,             0.23564,            0.029638,           0.0038434,           0.0038434,           0.0038434
                 188,            0.092162,             0.15692,             0.02191,             0.49595,             0.34912,             0.35206,             0.19358,            0.091818,             0.23566,            0.029637,           0.0037997,           0.0037997,           0.0037997
                 189,             0.09232,             0.15862,            0.022025,             0.49479,             0.34996,             0.35212,             0.19363,            0.091814,             0.23565,            0.029637,           0.0037562,           0.0037562,           0.0037562
                 190,              0.0924,             0.15709,            0.021969,             0.49417,             0.34972,             0.35219,             0.19363,            0.091814,             0.23569,            0.029637,           0.0037128,           0.0037128,           0.0037128
                 191,            0.091912,              0.1586,            0.021774,             0.51089,              0.3422,             0.35225,             0.19378,            0.091814,             0.23566,            0.029637,           0.0036697,           0.0036697,           0.0036697
                 192,            0.092404,              0.1591,            0.021925,              0.4839,              0.3546,             0.35228,             0.19385,            0.091812,             0.23571,            0.029637,           0.0036267,           0.0036267,           0.0036267
                 193,            0.092544,             0.15806,            0.021686,             0.50854,             0.34391,             0.35214,             0.19369,            0.091812,             0.23565,            0.029637,            0.003584,            0.003584,            0.003584
                 194,            0.092015,             0.15753,            0.021836,             0.48425,             0.35495,              0.3522,              0.1937,            0.091811,             0.23579,            0.029636,           0.0035415,           0.0035415,           0.0035415
                 195,             0.09247,             0.15877,            0.021882,             0.48371,             0.35602,             0.35212,              0.1936,             0.09181,             0.23582,            0.029638,           0.0034991,           0.0034991,           0.0034991
                 196,            0.092055,             0.15765,             0.02177,             0.47828,             0.35849,             0.35243,             0.19366,            0.091809,             0.23587,            0.029639,            0.003457,            0.003457,            0.003457
                 197,            0.092113,              0.1557,             0.02177,             0.48001,             0.35762,             0.35246,             0.19367,            0.091807,             0.23587,             0.02964,           0.0034152,           0.0034152,           0.0034152
                 198,            0.092175,             0.15838,            0.021663,             0.47954,             0.35783,             0.35238,             0.19359,            0.091806,             0.23584,            0.029641,           0.0033735,           0.0033735,           0.0033735
                 199,            0.092034,              0.1574,            0.021766,             0.47948,             0.35793,              0.3522,              0.1937,            0.091805,             0.23586,            0.029642,           0.0033321,           0.0033321,           0.0033321
                 200,            0.092348,             0.15757,            0.021767,             0.47615,             0.35912,             0.35219,              0.1936,            0.091804,             0.23581,            0.029641,           0.0032909,           0.0032909,           0.0032909
                 201,            0.092865,             0.15984,            0.021674,             0.48465,              0.3546,              0.3521,             0.19366,            0.091803,             0.23585,            0.029644,             0.00325,             0.00325,             0.00325
                 202,            0.092113,             0.15775,             0.02137,             0.48573,             0.35406,              0.3519,             0.19365,            0.091802,              0.2359,            0.029644,           0.0032093,           0.0032093,           0.0032093
                 203,            0.092234,             0.15828,            0.021682,             0.48045,             0.35706,             0.35206,             0.19366,              0.0918,             0.23593,            0.029643,           0.0031689,           0.0031689,           0.0031689
                 204,            0.092193,             0.15476,            0.021572,             0.49113,             0.35167,             0.35223,             0.19358,            0.091799,             0.23591,            0.029642,           0.0031287,           0.0031287,           0.0031287
                 205,            0.092229,             0.15778,            0.021775,             0.48684,             0.35376,             0.35207,             0.19384,            0.091797,             0.23599,            0.029643,           0.0030888,           0.0030888,           0.0030888
                 206,            0.092182,             0.15735,             0.02157,             0.48682,             0.35377,             0.35231,             0.19373,            0.091795,             0.23599,            0.029644,           0.0030491,           0.0030491,           0.0030491
                 207,            0.091934,             0.15582,             0.02154,             0.48867,             0.35315,              0.3523,              0.1936,            0.091794,             0.23599,            0.029645,           0.0030097,           0.0030097,           0.0030097
                 208,            0.091874,             0.15575,            0.021541,             0.48216,             0.35656,             0.35234,             0.19381,            0.091792,             0.23598,            0.029646,           0.0029706,           0.0029706,           0.0029706
                 209,            0.091857,             0.15751,            0.021601,             0.48399,             0.35603,             0.35262,             0.19401,            0.091791,             0.23602,            0.029646,           0.0029318,           0.0029318,           0.0029318
                 210,            0.091842,             0.15439,            0.021494,             0.48573,             0.35545,             0.35244,             0.19402,             0.09179,             0.23599,            0.029644,           0.0028932,           0.0028932,           0.0028932
                 211,            0.092188,             0.15758,            0.021605,             0.48714,             0.35481,             0.35216,             0.19401,            0.091788,             0.23606,            0.029643,            0.002855,            0.002855,            0.002855
                 212,            0.092065,             0.15686,            0.021527,             0.48661,             0.35478,             0.35223,             0.19402,            0.091787,             0.23608,             0.02964,            0.002817,            0.002817,            0.002817
                 213,            0.091932,             0.15629,            0.021544,             0.48979,             0.35356,             0.35268,             0.19419,            0.091787,             0.23609,            0.029639,           0.0027793,           0.0027793,           0.0027793
                 214,            0.091629,             0.15613,            0.021586,             0.48306,             0.35721,             0.35233,             0.19412,            0.091786,             0.23612,            0.029637,           0.0027419,           0.0027419,           0.0027419
                 215,            0.091613,              0.1576,            0.021347,             0.48764,             0.35513,             0.35243,             0.19404,            0.091785,             0.23614,            0.029636,           0.0027048,           0.0027048,           0.0027048
                 216,            0.091977,              0.1567,            0.021412,             0.48485,             0.35666,             0.35243,             0.19411,            0.091783,              0.2362,            0.029635,           0.0026681,           0.0026681,           0.0026681
                 217,             0.09184,             0.15504,              0.0214,             0.48321,             0.35718,             0.35242,             0.19422,            0.091784,             0.23615,            0.029636,           0.0026316,           0.0026316,           0.0026316
                 218,            0.092028,             0.15471,            0.021405,             0.48433,             0.35595,             0.35245,             0.19431,            0.091783,             0.23624,            0.029634,           0.0025954,           0.0025954,           0.0025954
                 219,            0.091896,             0.15661,             0.02133,             0.48518,              0.3549,              0.3522,             0.19421,            0.091783,             0.23622,            0.029633,           0.0025596,           0.0025596,           0.0025596
                 220,             0.09151,             0.15691,            0.021271,             0.47563,             0.36075,              0.3526,             0.19438,            0.091782,             0.23626,            0.029632,           0.0025241,           0.0025241,           0.0025241
                 221,            0.091754,             0.15532,            0.021366,             0.47747,             0.36018,             0.35254,              0.1943,            0.091783,             0.23631,            0.029632,           0.0024889,           0.0024889,           0.0024889
                 222,             0.09189,             0.15788,            0.021186,             0.47707,              0.3598,             0.35246,             0.19426,            0.091784,             0.23627,            0.029632,           0.0024541,           0.0024541,           0.0024541
                 223,            0.091472,             0.15444,            0.021387,              0.4798,             0.35815,              0.3525,              0.1943,            0.091784,             0.23633,            0.029632,           0.0024195,           0.0024195,           0.0024195
                 224,            0.091706,             0.15443,            0.021344,             0.47986,             0.35814,             0.35263,             0.19445,            0.091784,             0.23634,            0.029632,           0.0023854,           0.0023854,           0.0023854
                 225,            0.091496,             0.15477,            0.021334,             0.47655,             0.35934,             0.35267,             0.19439,            0.091784,             0.23636,            0.029633,           0.0023515,           0.0023515,           0.0023515
                 226,            0.091679,             0.15699,            0.021284,             0.48296,             0.35547,             0.35266,              0.1945,            0.091784,             0.23636,            0.029633,            0.002318,            0.002318,            0.002318
                 227,            0.091376,             0.15561,             0.02119,             0.48088,             0.35633,             0.35277,             0.19457,            0.091784,             0.23644,            0.029634,           0.0022849,           0.0022849,           0.0022849
                 228,              0.0917,             0.15382,            0.021242,             0.47927,             0.35694,             0.35276,             0.19454,            0.091784,             0.23646,            0.029634,           0.0022521,           0.0022521,           0.0022521
                 229,            0.091727,             0.15568,            0.021229,               0.485,             0.35392,             0.35271,             0.19472,            0.091783,             0.23648,            0.029633,           0.0022196,           0.0022196,           0.0022196
                 230,             0.09128,             0.15585,            0.021142,             0.48479,             0.35399,             0.35268,             0.19472,            0.091783,             0.23651,            0.029634,           0.0021876,           0.0021876,           0.0021876
                 231,            0.091571,             0.15569,             0.02124,             0.49018,             0.35156,             0.35267,             0.19464,            0.091783,             0.23646,            0.029633,           0.0021558,           0.0021558,           0.0021558
                 232,             0.09147,             0.15388,            0.021027,             0.49015,             0.35153,             0.35272,             0.19467,            0.091783,             0.23647,            0.029633,           0.0021245,           0.0021245,           0.0021245
                 233,            0.091462,             0.15417,            0.020992,             0.48684,              0.3529,             0.35277,             0.19476,            0.091785,              0.2365,            0.029633,           0.0020935,           0.0020935,           0.0020935
                 234,            0.091349,             0.15422,            0.020949,             0.48417,             0.35421,             0.35288,              0.1947,            0.091785,             0.23658,            0.029633,           0.0020629,           0.0020629,           0.0020629
                 235,            0.091473,             0.15361,            0.021024,              0.4817,             0.35565,             0.35293,             0.19481,            0.091785,             0.23663,            0.029632,           0.0020327,           0.0020327,           0.0020327
                 236,            0.091382,             0.15397,            0.021083,             0.48059,             0.35621,             0.35299,             0.19478,            0.091784,             0.23659,            0.029632,           0.0020028,           0.0020028,           0.0020028
                 237,            0.091009,             0.15331,            0.020936,             0.48206,             0.35549,             0.35293,             0.19482,            0.091785,             0.23665,            0.029631,           0.0019734,           0.0019734,           0.0019734
                 238,            0.091513,             0.15486,            0.021026,             0.47648,             0.35844,             0.35317,             0.19478,            0.091785,             0.23671,            0.029631,           0.0019443,           0.0019443,           0.0019443
                 239,            0.091407,             0.15327,            0.020933,             0.49083,             0.35092,             0.35323,             0.19483,            0.091786,              0.2367,             0.02963,           0.0019156,           0.0019156,           0.0019156
                 240,            0.091503,             0.15468,            0.021095,             0.48054,             0.35645,             0.35348,              0.1949,            0.091788,             0.23672,            0.029629,           0.0018873,           0.0018873,           0.0018873
                 241,            0.091842,             0.15412,            0.021051,             0.47988,             0.35662,             0.35332,             0.19485,            0.091788,             0.23676,            0.029628,           0.0018594,           0.0018594,           0.0018594
                 242,             0.09177,             0.15449,            0.021021,             0.49577,             0.34894,             0.35342,             0.19493,             0.09179,             0.23681,            0.029628,           0.0018319,           0.0018319,           0.0018319
                 243,             0.09149,             0.15542,            0.020939,             0.49478,               0.349,             0.35338,              0.1949,            0.091789,             0.23683,            0.029629,           0.0018048,           0.0018048,           0.0018048
                 244,            0.091323,             0.15467,            0.021059,             0.49629,              0.3484,             0.35345,             0.19497,            0.091789,             0.23688,            0.029629,           0.0017781,           0.0017781,           0.0017781
                 245,            0.091385,             0.15435,            0.020863,             0.49387,             0.34952,             0.35335,             0.19499,             0.09179,             0.23689,            0.029629,           0.0017519,           0.0017519,           0.0017519
                 246,            0.091009,             0.15261,            0.020866,             0.48096,             0.35573,             0.35345,               0.195,            0.091792,             0.23689,            0.029629,            0.001726,            0.001726,            0.001726
                 247,            0.091491,             0.15429,            0.020731,             0.47989,             0.35642,             0.35346,             0.19507,            0.091793,             0.23692,            0.029629,           0.0017005,           0.0017005,           0.0017005
                 248,            0.091033,             0.15368,            0.020707,             0.47997,             0.35659,             0.35355,             0.19505,            0.091793,             0.23704,             0.02963,           0.0016755,           0.0016755,           0.0016755
                 249,            0.091485,             0.15451,             0.02074,              0.4846,             0.35371,              0.3531,             0.19506,            0.091794,             0.23698,             0.02963,           0.0016509,           0.0016509,           0.0016509
                 250,            0.091149,             0.15334,            0.020754,              0.4853,             0.35387,             0.35359,             0.19515,            0.091793,              0.2371,            0.029629,           0.0016267,           0.0016267,           0.0016267
                 251,            0.091713,             0.15407,            0.020798,             0.48312,             0.35493,             0.35326,             0.19516,            0.091795,             0.23702,             0.02963,           0.0016029,           0.0016029,           0.0016029
                 252,            0.090694,             0.15427,            0.020729,             0.48328,             0.35494,             0.35297,             0.19512,            0.091796,             0.23706,             0.02963,           0.0015795,           0.0015795,           0.0015795
                 253,            0.091438,             0.15406,            0.020868,             0.48501,              0.3543,             0.35352,             0.19515,            0.091797,             0.23712,             0.02963,           0.0015566,           0.0015566,           0.0015566
                 254,            0.090706,             0.15282,             0.02098,             0.50746,               0.344,             0.35349,             0.19513,              0.0918,             0.23719,            0.029629,           0.0015341,           0.0015341,           0.0015341
                 255,            0.091052,             0.15421,            0.020884,             0.49039,             0.35125,             0.35342,              0.1952,            0.091799,             0.23717,            0.029629,           0.0015121,           0.0015121,           0.0015121
                 256,            0.091299,             0.15361,            0.020652,             0.48777,             0.35247,             0.35356,             0.19516,              0.0918,             0.23722,            0.029629,           0.0014905,           0.0014905,           0.0014905
                 257,             0.09128,             0.15346,            0.020691,             0.48754,             0.35255,             0.35343,             0.19511,              0.0918,             0.23719,             0.02963,           0.0014693,           0.0014693,           0.0014693
                 258,            0.090699,              0.1515,            0.020641,             0.48778,             0.35253,              0.3534,             0.19507,              0.0918,             0.23727,            0.029632,           0.0014486,           0.0014486,           0.0014486
                 259,            0.091392,             0.15575,              0.0206,             0.48921,             0.35146,             0.35336,             0.19502,              0.0918,             0.23734,            0.029632,           0.0014283,           0.0014283,           0.0014283
                 260,             0.09098,             0.15258,            0.020705,             0.50547,             0.34454,             0.35359,             0.19493,            0.091802,              0.2374,            0.029633,           0.0014084,           0.0014084,           0.0014084
                 261,            0.090972,             0.15147,            0.020599,             0.49389,             0.34995,             0.35379,             0.19518,            0.091803,             0.23738,            0.029634,            0.001389,            0.001389,            0.001389
                 262,            0.091198,             0.15388,            0.020691,             0.49561,             0.34929,              0.3539,              0.1952,            0.091804,             0.23733,            0.029634,           0.0013701,           0.0013701,           0.0013701
                 263,            0.091224,             0.15354,            0.020826,             0.49604,             0.34955,             0.35399,              0.1952,            0.091803,              0.2374,            0.029634,           0.0013516,           0.0013516,           0.0013516
                 264,            0.091382,             0.15337,            0.020522,             0.49751,             0.34874,             0.35392,             0.19521,            0.091804,             0.23736,            0.029636,           0.0013336,           0.0013336,           0.0013336
                 265,             0.09086,             0.15354,            0.020656,             0.49499,             0.35016,               0.354,             0.19524,            0.091806,              0.2375,            0.029638,            0.001316,            0.001316,            0.001316
                 266,             0.09095,             0.15334,            0.020576,             0.49653,             0.34953,              0.3538,             0.19508,            0.091808,             0.23757,            0.029639,           0.0012989,           0.0012989,           0.0012989
                 267,            0.091082,              0.1539,            0.020474,             0.49707,             0.34855,             0.35388,             0.19534,            0.091809,             0.23753,            0.029642,           0.0012822,           0.0012822,           0.0012822
                 268,            0.091107,             0.15214,            0.020651,              0.4854,             0.35433,             0.35373,             0.19518,             0.09181,             0.23757,            0.029644,            0.001266,            0.001266,            0.001266
                 269,            0.091134,             0.15397,            0.020621,              0.4916,             0.35152,             0.35369,             0.19511,            0.091812,             0.23774,            0.029645,           0.0012503,           0.0012503,           0.0012503
                 270,            0.090835,             0.15339,            0.020545,             0.49312,               0.351,             0.35381,             0.19523,            0.091814,             0.23769,            0.029647,            0.001235,            0.001235,            0.001235
                 271,            0.090939,              0.1536,            0.020481,             0.48729,             0.35368,             0.35381,             0.19521,            0.091815,             0.23771,            0.029648,           0.0012202,           0.0012202,           0.0012202
                 272,             0.09116,             0.15495,            0.020522,             0.49271,             0.35085,             0.35391,             0.19521,            0.091817,             0.23779,            0.029649,           0.0012059,           0.0012059,           0.0012059
                 273,            0.090754,              0.1513,            0.020511,             0.50315,              0.3463,             0.35402,             0.19531,            0.091819,             0.23777,             0.02965,           0.0011921,           0.0011921,           0.0011921
                 274,            0.091214,             0.15287,            0.020406,             0.48926,             0.35284,             0.35409,             0.19541,            0.091823,             0.23778,            0.029651,           0.0011787,           0.0011787,           0.0011787
                 275,            0.090383,             0.15128,            0.020552,             0.49048,             0.35213,             0.35417,             0.19542,            0.091825,             0.23782,            0.029652,           0.0011658,           0.0011658,           0.0011658
                 276,            0.091089,             0.15363,            0.020482,             0.49429,             0.35007,             0.35407,             0.19535,            0.091828,             0.23784,            0.029655,           0.0011533,           0.0011533,           0.0011533
                 277,            0.090605,             0.15134,            0.020507,             0.49119,             0.35144,             0.35414,              0.1954,             0.09183,             0.23789,            0.029657,           0.0011414,           0.0011414,           0.0011414
                 278,            0.090972,             0.15364,            0.020548,             0.49663,              0.3489,             0.35438,             0.19547,            0.091831,             0.23801,            0.029659,           0.0011299,           0.0011299,           0.0011299
                 279,            0.090868,             0.15289,              0.0205,             0.49566,             0.34948,             0.35426,             0.19531,            0.091834,             0.23792,            0.029661,           0.0011189,           0.0011189,           0.0011189
                 280,            0.091009,             0.15235,            0.020386,             0.49458,             0.34989,             0.35415,             0.19539,            0.091835,             0.23802,            0.029663,           0.0011084,           0.0011084,           0.0011084
                 281,             0.09037,             0.15156,            0.020438,             0.49306,             0.35036,             0.35419,             0.19538,            0.091837,             0.23813,            0.029663,           0.0010983,           0.0010983,           0.0010983
                 282,            0.090589,             0.15239,            0.020532,              0.4946,             0.34945,             0.35388,             0.19539,             0.09184,             0.23813,            0.029664,           0.0010888,           0.0010888,           0.0010888
                 283,            0.091103,             0.15273,            0.020517,              0.5015,             0.34619,             0.35432,             0.19551,            0.091841,             0.23813,            0.029666,           0.0010797,           0.0010797,           0.0010797
                 284,            0.090762,             0.15298,            0.020603,             0.50312,             0.34544,             0.35387,             0.19551,            0.091843,             0.23821,            0.029667,           0.0010711,           0.0010711,           0.0010711
                 285,            0.090378,             0.15326,            0.020367,             0.50315,             0.34547,             0.35385,             0.19541,            0.091845,             0.23822,            0.029668,            0.001063,            0.001063,            0.001063
                 286,            0.090856,             0.15159,            0.020486,             0.49772,              0.3481,             0.35381,             0.19546,            0.091847,             0.23826,             0.02967,           0.0010554,           0.0010554,           0.0010554
                 287,            0.090374,             0.15206,            0.020315,             0.49879,             0.34718,             0.35367,             0.19532,            0.091848,             0.23819,            0.029672,           0.0010483,           0.0010483,           0.0010483
                 288,            0.090462,             0.15188,            0.020441,             0.49781,              0.3478,              0.3538,             0.19528,            0.091848,             0.23837,            0.029673,           0.0010416,           0.0010416,           0.0010416
                 289,            0.090918,             0.15254,            0.020354,             0.50059,               0.346,             0.35376,             0.19529,            0.091848,             0.23843,            0.029675,           0.0010355,           0.0010355,           0.0010355
                 290,            0.090663,             0.15104,            0.020336,              0.4987,             0.34655,             0.35375,             0.19518,            0.091848,             0.23837,            0.029675,           0.0010298,           0.0010298,           0.0010298
                 291,            0.091042,             0.15089,             0.02027,             0.49818,             0.34646,             0.35369,             0.19526,            0.091849,             0.23839,            0.029675,           0.0010247,           0.0010247,           0.0010247
                 292,            0.090645,             0.15184,            0.020302,             0.49775,             0.34709,              0.3536,             0.19537,             0.09185,             0.23844,            0.029675,             0.00102,             0.00102,             0.00102
                 293,            0.090404,             0.15244,            0.020428,             0.49602,              0.3478,             0.35371,             0.19539,            0.091851,             0.23845,            0.029677,           0.0010158,           0.0010158,           0.0010158
                 294,            0.090766,             0.15463,            0.020386,             0.48088,             0.35497,             0.35388,             0.19534,            0.091854,             0.23859,             0.02968,           0.0010121,           0.0010121,           0.0010121
                 295,            0.090749,             0.15221,             0.02021,             0.48217,             0.35437,             0.35382,             0.19529,            0.091855,             0.23853,            0.029683,           0.0010089,           0.0010089,           0.0010089
                 296,            0.090403,             0.15158,            0.020212,             0.48393,             0.35332,             0.35367,             0.19523,            0.091856,             0.23855,            0.029686,           0.0010062,           0.0010062,           0.0010062
                 297,            0.090829,             0.15337,            0.020236,             0.48016,             0.35468,             0.35357,             0.19532,            0.091855,             0.23864,            0.029689,           0.0010039,           0.0010039,           0.0010039
                 298,            0.090568,             0.15232,            0.020272,             0.48164,             0.35365,             0.35356,             0.19536,            0.091857,             0.23868,            0.029691,           0.0010022,           0.0010022,           0.0010022
                 299,            0.090796,             0.15323,            0.020184,             0.48419,             0.35246,             0.35347,             0.19529,            0.091858,             0.23872,            0.029695,            0.001001,            0.001001,            0.001001
